username,likes,comment,publishedAt,updatedAt,viewerRating,parentId,comment_id,word_count,cleaned_comment,topic_nmf,topic_kmeans,topic_word2vec_kmeans,sentiment,sentiment_vader
@arminharry7074,441,"When I visited friends in America a few years ago I brought some Swiss chocolate along. They said they liked it so much better than American chocolate. Back then, I thought they were just trying to be polite but now I’m not so sure anymore...",2021-04-25T09:46:42Z,2021-04-25T09:46:42Z,none,,3278,45,visited friend america year ago brought swiss chocolate said liked much better american chocolate back thought trying polite sure anymore,0,1,6,0.2333333333333333,0.2093
@ZlaBarbika,0,"And once again, Americans didn't realise that Europe is a continent and not one single country... Cadbury isn't sold throughout Europe, not to mention your research was really bad. Cocoa butter and soy lecithin are two different ingredients that are used for the same prupose but don't have the same taste. You literally named the difference and proceeded to ignore it....",2021-04-25T09:36:23Z,2021-04-25T09:36:23Z,none,,3279,61,american realise europe continent one single country cadbury sold europe mention research really bad cocoa butter soy lecithin two different ingredient used prupose taste literally named difference proceeded ignore,9,1,4,-0.15428571428571425,-0.6855
@SupermarketSweep777,0,"As a PA local I can tell you there are certain Hershey products that are good. 

Anything besides the regular Hershey bar and Kisses labeled Milk Chocolate is decent. The Reese's line, Kit Kat, Heath, Skor, etc. 
Now if you want good straight milk chocolate from the Hershey line, try the Red Hershey's Symphony Bar. Also the Blue Hershey's Symphony Bar that has Almonds and Toffee pieces is good too. (And one of my personal favorites.)",2021-04-25T08:50:08Z,2021-04-25T08:50:44Z,none,,3280,76,pa local tell certain hershey product good anything regular hershey bar kiss labeled milk chocolate decent reese line kit kat heath skor etc want good straight milk chocolate hershey line try red hershey symphony bar also blue hershey symphony bar almond toffee piece good one personal favorite,2,5,0,0.2437229437229437,0.936
@luischirinos643,401,"I often travel through portugal, Italy, spain and France because I live in europe, never have I stumbled upon Cadbury and I love chocolate, of course you can find it if you look for it, but outside of the uk almost nobody eats cadbury, you should've used lindtt as an example, or ferrero.",2021-04-25T08:43:02Z,2021-04-25T08:43:57Z,none,,3281,53,often travel portugal italy spain france live europe never stumbled upon cadbury love chocolate course find look uk almost nobody eats cadbury used lindtt example ferrero,8,3,6,0.21212121212121213,0.3818
@MajkaSrajka,0,"Is the answer to ""Why americans"" always ""Because World War 2"" (or ""Because Cold War"")? :P",2021-04-25T08:34:43Z,2021-04-25T08:34:43Z,none,,3282,16,answer american always world war cold war p,4,1,4,0.07500000000000001,-0.1943
@Samtreee,0,American chocolate does taste like vomit! 🤷‍♂️,2021-04-25T08:21:51Z,2021-04-25T08:21:51Z,none,,3283,7,american chocolate taste vomit,6,7,8,0.0,0.4199
@Neoentrophy,0,"Americans: It's not our fault
Also americans: but I'm only gonna buy the shitty cheap chocolate still",2021-04-25T08:10:52Z,2021-04-25T08:10:52Z,none,,3284,17,american fault also american gonna buy shitty cheap chocolate still,4,2,8,0.2,-0.6452
@barbararuthschatzmann8078,0,"Well done video, thank you. As a native from Switzerland, almost any other chocolate doesn’t taste as good as ours. But isn’t taste a matter of taste and we normally like what we grew up with?",2021-04-25T07:38:55Z,2021-04-25T07:38:55Z,none,,3285,36,well done video thank native switzerland almost chocolate taste good taste matter taste normally grew,1,6,8,0.24166666666666667,0.7684
@landerbennewith6169,0,"My Grandfather had Hershey's bars when the Americans joined the war and he always said how it was the best chocolate he'd ever had.

We then went to America not long before he died for a holiday and he bought a LOAD of Hershey's bars and was super disappointed at the taste. It was just like he remembered but he hated it. He was miserable that holiday but was waaay happier telling stories about the war.",2021-04-25T07:37:39Z,2021-04-25T07:37:39Z,none,,3286,76,grandfather hershey bar american joined war always said best chocolate ever went america long died holiday bought load hershey bar super disappointed taste remembered hated miserable holiday waaay happier telling story war,2,5,0,-0.21527777777777782,-0.8151
@Staniele,0,As a European and I have never tried the American bar except snickers and KitKat and Twix and some other chocolate bars like that but they are imported and the ingredients are changed so now I have never tried true American chocolate,2021-04-25T07:36:58Z,2021-04-25T07:36:58Z,none,,3287,42,european never tried american bar snicker kitkat twix chocolate bar imported ingredient changed never tried true american chocolate,4,2,0,0.045,-0.3067
@aycc-nbh7289,0,"I’ve tried both and think American chocolate is better, but I like the Kit-Kats sold in Canada and Alaska better than those sold in the Lower 48. On behalf of Americans, I say try an American chocolate bar and buy a bunch of them while you’re at it. You may only be wanting more.",2021-04-25T07:36:16Z,2021-04-25T07:42:34Z,none,,3288,54,tried think american chocolate better kit kat sold canada alaska better sold lower behalf american say try american chocolate bar buy bunch may wanting,4,2,0,0.25,0.7391
@icthiolavarunt5363,0,You eat 10% chocolate? Anything below 60% is not worthy of being called chocolate.,2021-04-25T07:18:44Z,2021-04-25T07:18:44Z,none,,3289,14,eat chocolate anything worthy called chocolate,0,1,0,-0.16666666666666666,-0.3412
@TheCyberDruid,0,"""It's not our fault"" after explaining that it is because of Hershey's cost reduction method. Okay. Also: Europeans (as in living on the 'continent') don't like Cadbury's chocolate either :D",2021-04-25T07:00:26Z,2021-04-25T07:00:26Z,none,,3290,30,fault explaining hershey cost reduction method okay also european living continent cadbury chocolate,5,3,5,0.75,0.7254
@kcolby11,0,"The Hershey Chocolate Factory is in Hershey, PA, not Lancaster... they are two geographically distinct towns approximately a 30 minute drive away from each other 🙄 They aren't even in the same county (Hershey is in Dauphin County, Lancaster is in Lancaster County). C'mon Cheddar, that's a basic fact.",2021-04-25T06:35:58Z,2021-04-25T06:35:58Z,none,,3291,49,hershey chocolate factory hershey pa lancaster two geographically distinct town approximately minute drive away even county hershey dauphin county lancaster lancaster county c mon cheddar basic fact,2,5,5,-0.045000000000000005,0.0
@BeepBoop-z2v,0,"I agree tho, I don't like ""american"" chocolate either",2021-04-25T05:54:05Z,2021-04-25T05:54:05Z,none,,3292,9,agree tho american chocolate,4,2,1,0.0,0.1002
@mishaa7263,0,Europeans really trolled the world 😐😐,2021-04-25T05:25:52Z,2021-04-25T05:25:52Z,none,,3293,6,european really trolled world,5,3,2,0.2,0.0
@TheHector244,0,Feel pitty for Americans. Actually also instant coffee was made for troops and this way it got to the market.,2021-04-25T04:56:51Z,2021-04-25T04:56:51Z,none,,3294,20,feel pitty american actually also instant coffee made troop way got market,4,1,2,0.0,0.0
@Eduard.Popa.,0,"The biggest bull shit is the split in cacao mass and cacao butter because they put less cacao butter who will got replace with palm oil, she's oil and so we haven't good quality chocolate anymore. 
If you want to eat real chocolate you must buy it from artisanal home made chocolate.",2021-04-25T04:25:36Z,2021-04-25T04:26:21Z,none,,3295,52,biggest bull shit split cacao mass cacao butter put le cacao butter got replace palm oil oil good quality chocolate anymore want eat real chocolate must buy artisanal home made chocolate,3,1,4,0.1333333333333333,-0.7158
@marzadky4934,0,"Makes me think, did he use baby vomit first?
Secret recipes scare me that much.......",2021-04-25T03:59:54Z,2021-04-25T03:59:54Z,none,,3296,15,make think baby vomit first secret recipe scare much,6,7,4,0.016666666666666663,-0.4939
@yourmom2189,0,I used to think that I hated all milk chocolate. Turns out I just hate hershey's and anything that tastes like hershey's.,2021-04-25T03:51:13Z,2021-04-25T03:51:13Z,none,,3297,22,used think hated milk chocolate turn hate hershey anything taste hershey,7,4,0,-0.8500000000000001,-0.7506
@Will_JJHP,0,I'm an American and I think Hershey's milk chocolate is disgusting,2021-04-25T03:41:58Z,2021-04-25T03:41:58Z,none,,3298,11,american think hershey milk chocolate disgusting,7,4,6,-0.5,-0.5267
@spencerwilton5831,0,Think American chocolate is bad? Wait until you try their cheese!,2021-04-25T02:49:39Z,2021-04-25T02:49:39Z,none,,3299,11,think american chocolate bad wait try cheese,9,2,6,-0.4374999999999999,-0.5848
@kp_3732,0,"Unpopular opinion: I’m American and I’ve never liked Herseys, I love dark chocolate and Hershey’s chocolate is like sour oil with very little chocolate and I’ve always hated it.",2021-04-25T02:33:57Z,2021-04-25T02:33:57Z,none,,3300,29,unpopular opinion american never liked herseys love dark chocolate hershey chocolate sour oil little chocolate always hated,0,2,8,-0.1776785714285714,-0.8126
@Drake844221,1,"My dad is from England, and so I was raised... not exclusively on European chocolate, but I was exposed to it young enough to pick out that there was a difference, and that my preference was for the European style of chocolate. It's stuck with me ever since, so... yeah. I'm an American raised with European chocolate tastes XD What American chocolates that I do get do tend to be nicer ones, because, at the end of the day, I'm just... more interested in having good chocolate than simply having chocolate >.>",2021-04-25T02:30:57Z,2021-04-25T02:30:57Z,none,,3301,92,dad england raised exclusively european chocolate exposed young enough pick difference preference european style chocolate stuck ever yeah american raised european chocolate taste xd american chocolate get tend nicer one end day interested good chocolate simply chocolate,5,2,5,0.10833333333333332,0.963
@priscilabee583,0,European chocolate tastes like...chocolate. American chocolate tastes like spoiled butter.,2021-04-25T02:13:49Z,2021-04-25T02:13:49Z,none,,3302,10,european chocolate taste chocolate american chocolate taste spoiled butter,1,2,8,0.0,0.3612
@emilieduncan7917,0,Unfortunately you are too late with this video. Maybe if you'd made it before 2016. Cadbury's is a British chocolate. And following Brexit..the UK is no longer European. Change the title to 'Why Britons think...' and you are good to go.,2021-04-25T01:00:54Z,2021-04-25T01:00:54Z,none,,3303,41,unfortunately late video maybe made cadbury british chocolate following brexit uk longer european change title briton think good go,5,3,8,-0.01666666666666668,-0.1779
@forfoxsake7972,0,"German here. I once tried one of the famous Hershey Kisses and I actually thought it tasted like vomit or maybe soap. Also, it was not smooth at all, but very crumbly and dry instead. Was super disappointed!",2021-04-25T00:58:26Z,2021-04-25T00:58:26Z,none,,3304,38,german tried one famous hershey kiss actually thought tasted vomit maybe soap also smooth crumbly dry instead super disappointed,6,5,6,-0.021354166666666674,0.6588
@Mysteri0usChannel,2476,"As a German, this is especially extreme, because we are basically used to Swiss Chocolate, seeing Switzerland as our personal chocolate supplier.",2021-04-25T00:44:21Z,2021-04-25T00:44:21Z,none,,3305,22,german especially extreme basically used swiss chocolate seeing switzerland personal chocolate supplier,0,1,0,-0.08333333333333333,0.0
@eurodara,0,"I don't know, I love Hershey's chocolate since I first tasted it as a kid (I live in Poland and when I was a kid, it was not available unless someone send it to you through mail). Nowadays you can buy it at stores as an imported item and my friends don't like it as much as I do. But I have weird taste preferences and I am a picky eater.",2021-04-25T00:43:04Z,2021-04-25T00:43:04Z,none,,3306,71,know hershey chocolate first tasted kid live poland kid available someone send mail nowadays buy store imported item friend much weird taste preference picky eater,2,5,0,0.06439393939393938,-0.4096
@crimsonsmirk,0,"Interesting. I tried Hershey's kisses once (tried one, gave away the bag) and Reese's Peanut Buttercups (gift from an American friend, managed to eat one and gave away the rest) and the reason why I found them disgusting wasn't so much the sour/bitter aftertaste but what the excessive sweetness and a consistency that was reminiscent of lard. With all the great chocolate manufacturers we have in Europe, it's really noticeable just HOW ""cheap and accessible"" that American chocolate must be.

That being said, not a big fan of Milka either. Swedish Marabou milk chocolate though ... Perfection",2021-04-25T00:35:55Z,2021-04-25T00:35:55Z,none,,3307,97,interesting tried hershey kiss tried one gave away bag reese peanut buttercup gift american friend managed eat one gave away rest reason found disgusting much sour bitter aftertaste excessive sweetness consistency reminiscent lard great chocolate manufacturer europe really noticeable cheap accessible american chocolate must said big fan milka swedish marabou milk chocolate perfection,7,1,0,0.10208333333333335,0.9549
@JamesHoyland,0,For me the problem with Hershey is not so much the flavor but the texture. I find it dry and and almost powder. European chocolate generally has a much more creamy mouthfeel.,2021-04-25T00:01:46Z,2021-04-25T00:01:46Z,none,,3308,32,problem hershey much flavor texture find dry almost powder european chocolate generally much creamy mouthfeel,5,5,8,0.13666666666666666,-0.2144
@schplorgus8140,0,Hershey’s is garbo but reesees is great,2021-04-24T23:50:38Z,2021-04-24T23:50:38Z,none,,3309,7,hershey garbo reesees great,2,5,4,0.8,0.7684
@ynntari2775,0,"wait wait wait, the european union discussed and passed a law determining the required amount of cocoa in chocolate?",2021-04-24T23:50:12Z,2021-04-24T23:50:12Z,none,,3310,19,wait wait wait european union discussed passed law determining required amount cocoa chocolate,5,1,8,0.0,0.0
@AlivetilltheEnd,0,"Why not choosing lindt? I mean, yes, theres definitely odd people that don't like it - my mom included - but its probably one of the widest spread ones and could be considered a more standard taste for most of europe or the world... milka is on the same level or rittersport. Most people at least like one of these brands. 

But cadbury is litterally very english - and as a german living in australia - most aussies even say it is cheap and sweat and rather eat lindt or kinder...",2021-04-24T22:57:35Z,2021-04-24T22:57:35Z,none,,3311,91,choosing lindt mean yes there definitely odd people mom included probably one widest spread one could considered standard europe world milka level rittersport people least one brand cadbury litterally english german living australia aussie even say cheap sweat rather eat lindt kinder,8,3,4,0.13506944444444446,-0.2892
@julianjaffe8739,0,So this is why it tastes so wierd!!,2021-04-24T22:49:58Z,2021-04-24T22:49:58Z,none,,3312,8,taste wierd,1,6,8,0.0,0.0
@No29999,0,"Cadbury isn’t even good. Too sweet and boring. Like Milka. I hate Milka. And I hate the chocolate on Maltesers too, but I love the crunch :( 
Best ones are Toblerone, Marabou and generally quality Belgian/Swiss & Scandinavian products, as well as Ferrero - Kinder was my childhood 😊",2021-04-24T22:41:40Z,2021-04-24T22:41:40Z,none,,3313,49,cadbury even good sweet boring milka hate milka hate chocolate maltesers love crunch best one toblerone marabou generally quality belgian swiss scandinavian product well ferrero kinder childhood,8,3,4,-0.08333333333333336,0.9437
@brunindaphne,0,"I am French, I live next to the Swiss, so I am lucky, I can buy the chocolate directly from Swiss, and I love it so much, there is better chocolate than in France (there is also very good ones here, but I prefer the black chocolate from Swiss) 
I never had been in the USA, and I don’t know Cadbury, but I would like to taste it ! I am curious",2021-04-24T22:32:23Z,2021-04-24T22:32:23Z,none,,3314,72,french live next swiss lucky buy chocolate directly swiss love much better chocolate france also good one prefer black chocolate swiss never usa know cadbury would like taste curious,0,0,6,0.2155785123966942,0.9213
@hanawana,0,michel not michael !,2021-04-24T22:07:38Z,2021-04-24T22:07:38Z,none,,3315,4,michel michael,7,1,1,0.0,0.0
@bizarrestar4043,0,Milk chocolate is not chocolate lmao it’s milk and chocolate flavored candy. Disgusting,2021-04-24T22:03:27Z,2021-04-24T22:03:27Z,none,,3316,13,milk chocolate chocolate lmao milk chocolate flavored candy disgusting,7,4,8,-0.2,-0.7612
@eddavitt6359,0,"Finally an answer to this! Fascinating stuff, thanks!",2021-04-24T22:02:02Z,2021-04-24T22:02:02Z,none,,3317,8,finally answer fascinating stuff thanks,3,1,8,0.31666666666666665,0.8229
@Tallidais,0,How is 10% the same as 30%?,2021-04-24T21:27:04Z,2021-04-24T21:27:04Z,none,,3318,7,,0,1,3,0.0,0.0
@Adamlol642,0,Because it’s discusting.,2021-04-24T21:24:32Z,2021-04-24T21:24:44Z,none,,3319,3,discusting,0,1,3,0.0,0.0
@GJWielinga,0,"Hey lady, as you understand from all these other comments, Europeans don't see Cadbury (or the UK) as European, so if you're smart (which I think you are) you not only change the title to this video, but apologize to Europeans for using the inferior Cadbury as a comparison to the (indeed) not very tasty US chocolate fantasia. Perhaps a good idea to get into quality chocolate now you're on the subject. Thankfully for Americans there's lot's of small chocolate makers in the US that know what real chocolate should taste like. And yes, if mass manufactured, take the Swiss Lindt as a European baseline. Thanks!",2021-04-24T21:14:22Z,2021-04-24T21:14:22Z,none,,3320,106,hey lady understand comment european see cadbury uk european smart think change title video apologize european using inferior cadbury comparison indeed tasty u chocolate fantasia perhaps good idea get quality chocolate subject thankfully american lot small chocolate maker u know real chocolate taste yes mass manufactured take swiss lindt european baseline thanks,5,3,0,0.0656926406926407,0.9554
@hwt-ka-pth,0,And Michel isn't Micheal,2021-04-24T20:34:19Z,2021-04-24T20:34:19Z,none,,3321,4,michel micheal,7,1,1,0.0,0.0
@hwt-ka-pth,0,"Haha yeah...  ""a secret process..""    It's more than a shame that most good brands are taken over once they gain in popularity, only to sell the soul of their quality crafted products to the few big mighty corporate investors, waiting to be stuffed with chemicals..",2021-04-24T20:31:54Z,2021-04-24T20:31:54Z,none,,3322,45,haha yeah secret process shame good brand taken gain popularity sell soul quality crafted product big mighty corporate investor waiting stuffed chemical,8,0,4,0.17,0.8524
@Robman92,12,"I was so disappointed when I finally tried a Hershey bar and tasted that awful puke flavor 🤢

Our Swedish chocolate Marabou taste way better! Cadbury is also not common in Sweden. It’s not super great but better than US chocolate",2021-04-24T20:29:34Z,2021-04-24T20:34:02Z,none,,3323,41,disappointed finally tried hershey bar tasted awful puke flavor swedish chocolate marabou taste way better cadbury also common sweden super great better u chocolate,2,5,0,0.01979166666666668,-0.4781
@peachperfume3694,0,"Even in Europe, the only chocolate brand I love is Lindt. I would occasionally go for Milka too, though because they‘re cheap. But Ritter Sport or Kinder is s no-no for me. I tried Hershey‘s when I moved to Nyc and was shocked. It tasted like cardboard to me. I thought I had batch that had expired.",2021-04-24T20:26:31Z,2021-04-24T20:26:31Z,none,,3324,57,even europe chocolate brand love lindt would occasionally go milka cheap ritter sport kinder tried hershey moved nyc shocked tasted cardboard thought batch expired,8,5,4,0.040000000000000015,0.802
@ManicMuppit,0,"'Cadburys offered their facilities for the war effort so Hershey's gained a monopoly'. 
I mean...the entire uk was pretty much under siege at that point, entirely on rations and unable to do anything BUT make things for the war effort. You can't make it if you don't have the ingredients lmao.
The USA was chilling out making chocolateand taking advantage of the distance while Europe was being systematically ravaged by war! 😅",2021-04-24T20:19:23Z,2021-04-24T20:19:23Z,none,,3325,72,cadburys offered facility war effort hershey gained monopoly mean entire uk pretty much siege point entirely ration unable anything make thing war effort make ingredient lmao usa chilling making chocolateand taking advantage distance europe systematically ravaged war,8,1,4,-0.010714285714285707,-0.5723
@marianamartinezjimenez7145,0,Bitter is not bad,2021-04-24T20:11:05Z,2021-04-24T20:11:05Z,none,,3326,4,bitter bad,9,1,2,0.12499999999999996,0.0129
@eeeeeeelemons,3,"y’know what? 
i got used to eating a specific type of swiss chocolate, and now? i literally can’t stand hershey’s chocolate. they were right all along. it’s sour. i can barely have a single bite without feeling sick. 
so the moral of the story is that you should never start eating trader joe’s swiss chocolate, because hershey’s won’t taste right anymore 😔💔",2021-04-24T20:10:21Z,2021-04-24T20:10:21Z,none,,3327,62,know got used eating specific type swiss chocolate literally stand hershey chocolate right sour barely single bite feeling sick moral story never start eating trader joe swiss chocolate hershey taste right anymore,2,5,0,-0.0392857142857143,0.4003
@TheBlondeGeniusGaming,0,"As an American, Hershey’s plain milk chocolate is awful. I’ve never liked it. Their dark chocolate is good though",2021-04-24T19:31:49Z,2021-04-24T19:32:04Z,none,,3328,19,american hershey plain milk chocolate awful never liked dark chocolate good,7,4,0,-0.1607142857142857,-0.3468
@missleemarie3,0,I'm an American and I dont like Hershey's either. It tastes overly sweet and artificial with a bad aftertaste.,2021-04-24T19:22:02Z,2021-04-24T19:22:02Z,none,,3329,19,american dont hershey taste overly sweet artificial bad aftertaste,9,6,8,-0.23749999999999996,-0.3839
@MasterOfNone13,0,Hershey 100% tastes like vomit,2021-04-24T19:05:04Z,2021-04-24T19:05:04Z,none,,3330,5,hershey taste vomit,6,7,0,0.0,0.3612
@kobaltocr6927,0,Ok Gringo Schocolade that s not cacao definitive is just gringo food not pure try the one south of the border🤗,2021-04-24T18:49:32Z,2021-04-24T18:49:32Z,none,,3331,21,ok gringo schocolade cacao definitive gringo food pure try one south border,9,1,2,0.19642857142857142,0.296
@sinfinite7516,3,"Thank you Cheddar, now every time I eat Hershey’s I’m gonna think about how it has butyric acid in it. Even if its perfectly fine its now forever associated with vomit and dog’s anal glands.",2021-04-24T18:45:40Z,2021-04-24T18:45:40Z,none,,3332,35,thank cheddar time eat hershey gonna think butyric acid even perfectly fine forever associated vomit dog anal gland,6,1,6,0.4166666666666667,0.8176
@biohack3077,0,"Hershey's is indeed vile but let's be honest: Cadbury is utterly vulgar and by no means a representation of a truly refined European chocolate, nothing like Swiss chocolate!",2021-04-24T18:10:08Z,2021-04-24T18:10:08Z,none,,3333,28,hershey indeed vile let honest cadbury utterly vulgar mean representation truly refined european chocolate nothing swiss chocolate,5,3,5,-0.033333333333333326,0.3771
@ZachariasEnislidis,0,ΙΟΝ and Pavlidis entering the chat....laughing out loud about the poor quality and taste of the rest European brands.,2021-04-24T17:21:45Z,2021-04-24T17:21:45Z,none,,3334,19,ιον pavlidis entering chat laughing loud poor quality taste rest european brand,5,3,0,-0.10000000000000002,-0.4767
@sofia_with_an_f,1,Me: * laughs in Latin American *,2021-04-24T17:16:33Z,2021-04-24T17:16:33Z,none,,3335,7,laugh latin american,4,2,8,0.0,0.4939
@oltedders,0,French milk chocolate is the best in the world.,2021-04-24T17:05:15Z,2021-04-24T17:05:15Z,none,,3336,9,french milk chocolate best world,7,8,2,0.5,0.6369
@JayCookanator,0,Your looking at the old hershey ingredient list. They took out PGPR and artificial flavors a couple years ago. Even offer an organic variety right now.,2021-04-24T16:50:58Z,2021-04-24T16:50:58Z,none,,3337,26,looking old hershey ingredient list took pgpr artificial flavor couple year ago even offer organic variety right,2,1,8,-0.07142857142857144,0.0
@Alkcair91,0,So basically the secret is rancid milk. Wonderful. ^^,2021-04-24T16:30:39Z,2021-04-24T16:30:39Z,none,,3338,9,basically secret rancid milk wonderful,7,4,0,0.3,0.0516
@mayjeganmogan4514,0,"omg i always wondered why american chocolate tastes like ass, turns out it's dog's ass LOL",2021-04-24T15:43:07Z,2021-04-24T15:43:07Z,none,,3339,16,omg always wondered american chocolate taste turn dog lol,1,6,5,0.4,-0.2422
@BeastZzGhostZz,0,"I'm used to Belgian chocolate, so this Cadbury stuff is weird and doesn't even taste like real chocolate to me.",2021-04-24T15:16:43Z,2021-04-24T15:16:43Z,none,,3340,20,used belgian chocolate cadbury stuff weird even taste real chocolate,8,6,4,-0.15,-0.4234
@CaptainChazz,0,"TLDR Europeans think Hersey chocolate tastes sour and like vomit, because it tastes sour and like vomit but Americans have an acquired taste.",2021-04-24T15:08:42Z,2021-04-24T15:08:42Z,none,,3341,23,tldr european think hersey chocolate taste sour vomit taste sour vomit american acquired taste,6,7,0,-0.15000000000000002,0.3612
@moveslikemacca,0,zotter chocolate only 😌,2021-04-24T15:02:24Z,2021-04-24T15:02:24Z,none,,3342,4,zotter chocolate,0,2,1,0.0,0.0
@ArwichGmodVids,0,Lithuanians? What about them?,2021-04-24T14:05:05Z,2021-04-24T14:05:05Z,none,,3343,4,lithuanian,0,1,3,0.0,0.0
@druviseglite,0,"Yuck, I too was too surprised by the sour Hershey's sent by my relatives from the USA that live there since the 1930s. I still can recall that vomit sour taste.🤢 Cadbury was fine, but I did love the most Charbonnel et Walker and Prestat sent by a classmate who went there to work and study as they are fine luxury sweet makers. I also don't refuse dark chocolate since I have been used to it with Laima dark chocolate from Latvia and had some Turkish chocolates like Ülker since I got hooked upon pistachio and chocolate bars. It mostly depends on the content of cocoa and the milk with the rest of the ingredient percentages for a chocolate mix.",2021-04-24T13:59:12Z,2021-04-24T14:13:39Z,none,,3344,120,yuck surprised sour hershey sent relative usa live still recall vomit sour taste cadbury fine love charbonnel et walker prestat sent classmate went work study fine luxury sweet maker also refuse dark chocolate used laima dark chocolate latvia turkish chocolate ülker got hooked pistachio chocolate bar mostly depends content cocoa milk rest ingredient percentage chocolate mix,7,4,0,0.19330808080808082,0.9609
@VossCubs,0,April 1st is sus. This seems far fetched.,2021-04-24T13:52:37Z,2021-04-24T13:52:37Z,none,,3345,8,april st sus seems far fetched,8,1,5,0.1,0.0
@macimapo9935,0,"I once tried a Hersheys bar and it was so sweet compared to some other milk chocolates like milka, dorina and much more",2021-04-24T13:51:00Z,2021-04-24T13:51:00Z,none,,3346,23,tried hershey bar sweet compared milk chocolate milka dorina much,7,4,2,0.24166666666666667,0.7481
@misterlobsterman,0,Europe is not the UK.,2021-04-24T12:55:06Z,2021-04-24T12:55:06Z,none,,3347,5,europe uk,8,3,2,0.0,0.0
@Kimjongil-pu6rk,0,It tastes like cheap shit. That's why.,2021-04-24T12:53:44Z,2021-04-24T12:53:44Z,none,,3348,7,taste cheap shit,3,6,4,0.1,-0.2732
@katla640,0,"Belgium chocolate and German are my favourite.
Icelandic, American, and British aren't that good",2021-04-24T12:41:08Z,2021-04-24T12:41:08Z,none,,3349,14,belgium chocolate german favourite icelandic american british good,4,0,0,0.175,-0.3412
@TomimokaDiyuu,1,"This is just an ""emotionless"" version of Adam Ragusea's version",2021-04-24T12:28:36Z,2021-04-24T12:28:36Z,none,,3350,10,emotionless version adam ragusea version,9,1,5,0.0,0.0
@andnor,0,"I love food, snacks, candy etc and often go out of my way to try to acquire different versions of candies, snacks etc from different countries.
I had a ""blind taste test"" of chocolates in school with a couple of friends and their teacher (culinary school on top of it all)
Except for the 2 American exchange students(who considered it average chocolate), every one called Hershey ""cheap, probably had no real coco in it and almost certainly gone bad"" (it was still within best before date) and first tasting Hershey... i had to look at the best before date, and order 3 more just to be sure it had not spoiled in the transport...
I know that some people likes it (you do you, enjoy what you like regardless of what others think of your tastes) but even the taught of Hershey leaves a bad taste in my mouth...
The only worse(imho) chocolate i ever tasted was some 100% artificial ""chocolate bar"" (was supposed to taste like milk chocolate) from France that just tasted like dirt...
/How ever to Hersheys credit, their strawberry syrup is imo the best in the world.",2021-04-24T11:33:36Z,2021-04-24T11:33:36Z,none,,3351,191,love food snack candy etc often go way try acquire different version candy snack etc different country blind taste test chocolate school couple friend teacher culinary school top american exchange student considered average chocolate one called hershey cheap probably real coco almost certainly gone bad still best date first tasting hershey look best date order sure spoiled transport know people enjoy regardless others think taste even taught hershey leaf bad taste mouth worse imho chocolate ever tasted artificial chocolate bar supposed taste milk chocolate france tasted dirt ever hershey credit strawberry syrup imo best world,9,6,6,0.15974025974025977,0.9719
@amandaa8472,0,"Butyric acid smells awful. I smelt it once in lab class, and it's a stench you never forget.",2021-04-24T11:07:34Z,2021-04-24T11:07:34Z,none,,3352,18,butyric acid smell awful smelt lab class stench never forget,6,1,6,-1.0,-0.6842
@MrJimheeren,0,Herseys is just vile. Never in my life did I taste such horrible chocolate,2021-04-24T10:41:26Z,2021-04-24T10:41:26Z,none,,3353,14,herseys vile never life taste horrible chocolate,1,6,5,-0.5,-0.8225
@ezeei9832,1,Ok now i want to taste American chocolate to see what they are talking about!!🤔,2021-04-24T10:19:22Z,2021-04-24T10:19:22Z,none,,3354,15,ok want taste american chocolate see talking,1,2,8,0.25,0.4738
@Bhong666,0,"My Gran used to tell me about being given Hershey's chocolate from the American soldiers in WW2, my Gran used to give them pints of Cider in return. It was hilarious as the Americans thought ""Cider"" meant Apple Juice, the streets were lined with drunken American soldiers covered in Butyric Acid... 🤣",2021-04-24T10:16:02Z,2021-04-24T10:16:02Z,none,,3355,52,gran used tell given hershey chocolate american soldier ww gran used give pint cider return hilarious american thought cider meant apple juice street lined drunken american soldier covered butyric acid,4,2,0,0.16666666666666666,0.4019
@mery8680,1,"I was so excited to see this video but then I saw that chocolate brand. And well, I have never heard about it..",2021-04-24T09:23:14Z,2021-04-24T09:23:14Z,none,,3356,23,excited see video saw chocolate brand well never heard,8,1,0,0.375,0.5418
@DoremiFasolatido1979,0,"Had it both ways.  They taste different, but neither are bad to me.  Dark chocolate, on the other hand, is intolerably bitter to me.",2021-04-24T08:52:42Z,2021-04-24T08:52:42Z,none,,3357,24,way taste different neither bad dark chocolate hand intolerably bitter,9,6,4,-0.215,0.657
@johnhalliday3019,0,I was hoping they would also go over the creation of Cadbury's company,2021-04-24T08:50:39Z,2021-04-24T08:50:39Z,none,,3358,13,hoping would also go creation cadbury company,8,3,2,0.0,0.5994
@GalenLeRaaz,2,Compare the bar to Wedel next time - I haven't seen Cadbury chocolate outside of specialised food stores.,2021-04-24T08:48:23Z,2021-04-24T08:48:23Z,none,,3359,18,compare bar next time seen cadbury chocolate specialised food store,8,3,2,0.0,0.0
@greatdune3174,0,Chocolate is chocolate.,2021-04-24T08:41:26Z,2021-04-24T08:41:26Z,none,,3360,3,chocolate chocolate,0,2,1,0.0,0.0
